 0.029, 0.000
 0.029, 0.000
 0.015, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.015, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.015, 0.000
 0.029, 0.000
 0.015, 0.000
 0.029, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.029, 0.000
 0.015, 0.000
 0.015, 0.000
 0.029, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.000, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.000, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.029, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.029, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.029, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.029, 0.000
 0.029, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.029, 0.000
 0.015, 0.000
 0.015, 0.000
 0.029, 0.000
 0.073, 0.718
 0.381, 2.314
 0.850, 4.658
 1.348, 7.119
 1.860, 9.653
 2.388,12.100
 2.988,14.985
 3.091,14.985
 2.930,13.623
 2.285,10.283
 1.567, 6.987
 0.747, 2.930
 0.059, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.015, 0.000
 0.015, 0.000
 0.029, 0.000
 0.015, 0.000
 0.015, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.015, 0.000
 0.029, 0.000
 0.000, 0.000
 0.425, 3.267
 1.245, 6.709
 2.095,11.367
 2.974,14.985
 2.432,11.646
 2.930,14.268
 2.285,10.547
 1.187, 4.438
 0.176, 0.000
 0.015, 0.000
 0.015, 0.000
 0.029, 0.000
 0.015, 0.000
 0.015, 0.000
 0.015, 0.000
 0.029, 0.000
 0.029, 0.000
 0.029, 0.000
 0.015, 0.000
 0.029, 0.000
 1.362, 7.485
 1.494, 7.485
 1.509, 7.485
 1.494, 7.485
 1.494, 7.485
 1.494, 7.485
 1.494, 7.485
 1.509, 7.485
 1.494, 7.471
 1.494, 7.485
 1.494, 7.500
 1.494, 7.500
 1.494, 7.485
 1.479, 7.485
 1.494, 7.471
 1.479, 7.471
 1.494, 7.471
 1.479, 7.456
 1.479, 7.471
 1.479, 7.485
 1.494, 7.485
 1.494, 7.485
 1.494, 7.471
 1.494, 7.471
 1.479, 7.471
 1.479, 7.485
 1.479, 7.471
 1.479, 7.471
 1.479, 7.471
 1.465, 7.456
 1.479, 7.471
 1.465, 7.471
 1.465, 7.471
 1.465, 7.456
 1.479, 7.471
 1.465, 7.471
 1.465, 7.471
 1.465, 7.471
 1.465, 7.456
 1.465, 7.427
 1.421, 7.295
 1.421, 7.222
 1.392, 7.192
 1.362, 7.075
 1.362, 6.973
 1.318, 6.782
 1.304, 6.709
 1.289, 6.709
 1.260, 6.592
 1.260, 6.592
 1.260, 6.592
 1.260, 6.592
 1.260, 6.592
 1.260, 6.592
 1.274, 6.592
 1.260, 6.592
 1.260, 6.592
 1.260, 6.606
 1.260, 6.592
 1.260, 6.592
 1.260, 6.592
 1.260, 6.592
